account_id,age,gender,gmv_total,days_since_registration,max_credit_card_limit,tot_subsidio_utilizado,qt_offer_completed,qt_offer_received,qt_offer_viewed,qt_transaction,channels_frequency_conversao,channel_web_frequency_conversao,channel_email_frequency_conversao,channel_mobile_frequency_conversao,channel_social_frequency_conversao,bogo_conversao,discount_conversao,informational_conversao,avg_discount_value_conversao,avg_duration_conversao,avg_min_value_conversao,reward_conversao,amount_conversao,qt_transacional_conversao,min_time_conversao,max_time_conversao
338cc645ee5e42a5b61b78ab018f0445,34,M,349.07000000000005,3363,64000,25,3,3,3,19,"[{""channel"":""email"",""frequency"":3},{""channel"":""mobile"",""frequency"":3},{""channel"":""social"",""frequency"":3},{""channel"":""web"",""frequency"":2}]",2,3,3,3,3,0,0,8.333333333333334,5.666666666666667,8.333333333333334,25,64.76,3,7,25
d9903ac65490434fa512d62dd38d295d,68,F,53.870000000000005,2979,75000,4,2,5,5,3,"[{""channel"":""web"",""frequency"":2},{""channel"":""email"",""frequency"":2},{""channel"":""mobile"",""frequency"":2},{""channel"":""social"",""frequency"":1}]",2,2,2,1,0,2,0,2,8.5,10,4,14.66,2,26,26
8fef088adc7f4d9e942bab5a229eed42,42,M,27.31,2800,33000,2,1,4,1,7,"[{""channel"":""web"",""frequency"":1},{""channel"":""email"",""frequency"":1},{""channel"":""mobile"",""frequency"":1}]",1,1,1,0,0,1,0,2,7,10,2,13.58,1,4,4
b6ef8b6a987c48d5ac80630932600492,27,M,52,4296,72000,5,2,4,2,12,"[{""channel"":""web"",""frequency"":2},{""channel"":""email"",""frequency"":2},{""channel"":""mobile"",""frequency"":2},{""channel"":""social"",""frequency"":2}]",2,2,2,2,0,2,0,2.5,8.5,8.5,5,17.990000000000002,2,15,29.75
b9fcd2490b8b4ab78674c6d57b9277f1,64,M,102.32000000000001,3209,40000,17,3,4,2,9,"[{""channel"":""web"",""frequency"":3},{""channel"":""email"",""frequency"":3},{""channel"":""mobile"",""frequency"":2},{""channel"":""social"",""frequency"":1}]",3,3,2,1,1,2,0,5.666666666666667,7.333333333333333,13.333333333333334,17,37.86,3,4.5,23
0471fe94846d40e9b5bc8ec77293720c,66,M,34.91,3991,72000,4,2,6,1,9,"[{""channel"":""web"",""frequency"":2},{""channel"":""email"",""frequency"":2},{""channel"":""mobile"",""frequency"":2}]",2,2,2,0,0,2,0,2,7,10,4,12.17,2,13.5,27.75
63d46fdaecaa442cadb7d21e2b920386,76,F,61.06,2837,71000,22,3,5,4,4,"[{""channel"":""web"",""frequency"":3},{""channel"":""email"",""frequency"":3},{""channel"":""mobile"",""frequency"":3},{""channel"":""social"",""frequency"":2}]",3,3,3,2,2,1,0,7.333333333333333,5.666666666666667,10,22,49.6,3,1.25,28.75
bad8d0152407421692323f3e4a9faf2f,31,M,85.25,3442,59000,15,2,5,5,6,"[{""channel"":""web"",""frequency"":2},{""channel"":""email"",""frequency"":2},{""channel"":""mobile"",""frequency"":2},{""channel"":""social"",""frequency"":2}]",2,2,2,2,2,0,0,7.5,5,7.5,15,41.730000000000004,2,15.5,23
d7f751dd8f824d94953dcdc0f79c7345,55,F,253.33999999999997,3817,97000,32,5,5,2,9,"[{""channel"":""email"",""frequency"":5},{""channel"":""mobile"",""frequency"":4},{""channel"":""social"",""frequency"":3},{""channel"":""web"",""frequency"":4}]",4,5,4,3,3,2,0,6.4,6.8,11,32,92.4,5,2.25,24
eef2201f5ff142aa8d436dc6af533e18,66,M,134.54,4240,80000,22,3,5,4,7,"[{""channel"":""web"",""frequency"":3},{""channel"":""email"",""frequency"":3},{""channel"":""mobile"",""frequency"":3},{""channel"":""social"",""frequency"":2}]",3,3,3,2,2,1,0,7.333333333333333,5.666666666666667,10,22,69.22999999999999,3,2,26
f05547e416074d96a0504cfa5908231b,35,M,18.860000000000003,2958,34000,null,null,5,3,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
daf55ea3d1b94b0baf9180b30d61abba,26,M,25.189999999999998,2973,64000,3,1,3,3,9,"[{""channel"":""web"",""frequency"":1},{""channel"":""email"",""frequency"":1},{""channel"":""mobile"",""frequency"":1},{""channel"":""social"",""frequency"":1}]",1,1,1,1,0,1,0,3,7,7,3,6.45,1,27.5,27.5
227ce6b51df94aeaa83ce2701eb2963c,69,M,118.63,3082,92000,22,3,6,5,5,"[{""channel"":""web"",""frequency"":3},{""channel"":""email"",""frequency"":3},{""channel"":""mobile"",""frequency"":3},{""channel"":""social"",""frequency"":2}]",3,3,3,2,2,1,0,7.333333333333333,5.666666666666667,10,22,58.72,3,14.75,24
432d46d47f4d4db6832de94d77f7876d,71,M,42.45,3721,51000,5,1,4,2,12,"[{""channel"":""web"",""frequency"":1},{""channel"":""email"",""frequency"":1}]",1,1,0,0,0,1,0,5,10,20,5,4.89,1,8,8
51e96c98377740eba8cd99acf4962b11,118,null,2.12,2895,null,null,null,4,4,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
a1c793fdc13b4cf1a69149b2d473be5a,29,M,58.459999999999994,3644,31000,20,5,6,4,18,"[{""channel"":""web"",""frequency"":5},{""channel"":""email"",""frequency"":5},{""channel"":""mobile"",""frequency"":4},{""channel"":""social"",""frequency"":3}]",5,5,4,3,2,3,0,4,6.8,9.4,20,26.91,5,1.25,24.5
4d8589d290e440c3b314b59b4443e5e8,22,M,15.47,3070,45000,10,2,5,2,3,"[{""channel"":""web"",""frequency"":2},{""channel"":""email"",""frequency"":2},{""channel"":""mobile"",""frequency"":2},{""channel"":""social"",""frequency"":1}]",2,2,2,1,2,0,0,5,6,5,10,9.38,2,26.5,26.5
0eea703cbb0a47eeace88cfcde0ac89a,68,F,191.07999999999998,2957,110000,8,2,3,2,7,"[{""channel"":""web"",""frequency"":2},{""channel"":""email"",""frequency"":2},{""channel"":""mobile"",""frequency"":1},{""channel"":""social"",""frequency"":1}]",2,2,1,1,0,2,0,4,8.5,13.5,8,57.55,2,4,21.25
6f8055786d0a4605bd11d75e4af8413e,33,F,30.26,4361,57000,5,2,3,2,10,"[{""channel"":""web"",""frequency"":2},{""channel"":""email"",""frequency"":2},{""channel"":""mobile"",""frequency"":2},{""channel"":""social"",""frequency"":2}]",2,2,2,2,0,2,0,2.5,8.5,8.5,5,4.58,2,9.25,24.5
578e16c4f24a4fcf85bf3753a7ba39fd,118,null,null,2905,null,null,null,5,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
5c3d71f075e04e63a34f7e091fbc5504,118,null,3.7,3751,null,null,null,6,4,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
7f0f4f70ce834918828bd074dfa41e85,54,M,40.22,4507,38000,10,1,4,1,10,"[{""channel"":""web"",""frequency"":1},{""channel"":""email"",""frequency"":1},{""channel"":""mobile"",""frequency"":1},{""channel"":""social"",""frequency"":1}]",1,1,1,1,1,0,0,10,5,10,10,10.21,1,9.5,9.5
98d7c07f21064a5bad8c1ac3262939ca,83,M,127.63,3537,112000,13,2,4,2,5,"[{""channel"":""web"",""frequency"":1},{""channel"":""email"",""frequency"":2},{""channel"":""mobile"",""frequency"":2},{""channel"":""social"",""frequency"":2}]",1,2,2,2,1,1,0,6.5,7,8.5,13,49.81,2,6.25,7.25
a5de55851a684b2f8b31a7d9043f0210,53,F,22.47,2871,72000,5,1,5,4,7,"[{""channel"":""web"",""frequency"":1},{""channel"":""email"",""frequency"":1},{""channel"":""mobile"",""frequency"":1},{""channel"":""social"",""frequency"":1}]",1,1,1,1,1,0,0,5,5,5,5,5.18,1,4.5,4.5
bc0c2b81cb8d4d43bf07aaa7c0ffa915,25,M,44.59,3014,34000,null,null,6,2,12,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
d9597faa3b814605be9c6fba8955ddf3,44,F,220.32,2991,86000,11,4,5,5,9,"[{""channel"":""web"",""frequency"":4},{""channel"":""email"",""frequency"":4},{""channel"":""mobile"",""frequency"":4}]",4,4,4,0,1,3,0,2.75,7,8.75,11,97.26,4,0.5,19.75
f772418ae6a041e5b4238505c14df1d9,55,F,169.84,3302,71000,22,3,6,4,12,"[{""channel"":""email"",""frequency"":3},{""channel"":""mobile"",""frequency"":3},{""channel"":""social"",""frequency"":2},{""channel"":""web"",""frequency"":2}]",2,3,3,2,2,1,0,7.333333333333333,6.333333333333333,10,22,51.09,3,3,26.25
21c0a28f6b8c4de08536ecf97aea4286,36,M,232.32999999999998,3361,61000,35,4,5,4,16,"[{""channel"":""email"",""frequency"":4},{""channel"":""mobile"",""frequency"":4},{""channel"":""social"",""frequency"":4},{""channel"":""web"",""frequency"":1}]",1,4,4,4,4,0,0,8.75,6.5,8.75,35,63.76,4,8,24.5
0def8320fc9e4ec1a74e75bd3e1a993f,24,M,20.45,2969,57000,null,null,6,3,8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
cada8a2c71854ab9ab711d4819155f83,69,F,106.58999999999999,3573,36000,3,1,4,3,12,"[{""channel"":""web"",""frequency"":1},{""channel"":""email"",""frequency"":1},{""channel"":""mobile"",""frequency"":1},{""channel"":""social"",""frequency"":1}]",1,1,1,1,0,1,0,3,7,7,3,3.13,1,18.25,18.25
e791900140c943b2b5a4b60b07cd3e92,56,M,26.849999999999998,2835,50000,7,2,6,3,9,"[{""channel"":""web"",""frequency"":2},{""channel"":""email"",""frequency"":2},{""channel"":""mobile"",""frequency"":2},{""channel"":""social"",""frequency"":1}]",2,2,2,1,1,1,0,3.5,8.5,7.5,7,9.1,2,8.5,10
3ac579bdfd8945f6a045eaa0f1ef5b9f,64,M,87.66999999999999,3070,72000,11,4,5,5,4,"[{""channel"":""web"",""frequency"":4},{""channel"":""email"",""frequency"":4},{""channel"":""mobile"",""frequency"":4},{""channel"":""social"",""frequency"":2}]",4,4,4,2,1,3,0,2.75,7.25,8.75,11,51.97,4,5,21.75
54a637c5dd8b429d82815e71d3f4ac26,63,F,12.65,2845,62000,5,1,4,4,1,"[{""channel"":""web"",""frequency"":1},{""channel"":""email"",""frequency"":1},{""channel"":""mobile"",""frequency"":1},{""channel"":""social"",""frequency"":1}]",1,1,1,1,1,0,0,5,5,5,5,12.65,1,28.25,28.25
fcbcd28beee1457f8b3672658ea0a1e3,59,F,206.8,3391,91000,18,3,6,6,9,"[{""channel"":""web"",""frequency"":3},{""channel"":""email"",""frequency"":3},{""channel"":""mobile"",""frequency"":3},{""channel"":""social"",""frequency"":2}]",3,3,3,2,2,1,0,6,6.333333333333333,7.333333333333333,18,69.85,3,3.75,25.5
5b080efe6d0c4472b60827197bf93e49,50,M,98.19999999999999,3342,84000,5,1,3,2,5,"[{""channel"":""web"",""frequency"":1},{""channel"":""email"",""frequency"":1},{""channel"":""mobile"",""frequency"":1}]",1,1,1,0,1,0,0,5,7,5,5,16.02,1,16,16
1b47b94d748f4d389575d84e80a611e3,59,F,189.99999999999997,3530,76000,5,2,6,4,8,"[{""channel"":""web"",""frequency"":2},{""channel"":""email"",""frequency"":2},{""channel"":""mobile"",""frequency"":2},{""channel"":""social"",""frequency"":1}]",2,2,2,1,0,2,0,2.5,7,8.5,5,47.29,2,21.25,24
599dffb0d78a429383e5603a7c57f027,80,F,148.37,3101,70000,22,4,5,3,8,"[{""channel"":""web"",""frequency"":4},{""channel"":""email"",""frequency"":4},{""channel"":""mobile"",""frequency"":4},{""channel"":""social"",""frequency"":2}]",4,4,4,2,3,1,0,5.5,6,7.5,22,69.13,4,4.5,25
680eaabd027747e88cf77ac89a978778,77,M,14.040000000000001,3020,75000,null,null,3,2,6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
6b3371ef96d4438ea6f987ebd0f4c4f4,68,F,264.37,3790,83000,31,6,6,6,12,"[{""channel"":""web"",""frequency"":4},{""channel"":""email"",""frequency"":6},{""channel"":""mobile"",""frequency"":5},{""channel"":""social"",""frequency"":5}]",4,6,5,5,2,4,0,5.166666666666667,9,11.666666666666666,31,89.16,6,1,24
7048354f736544c99137de27a7cd0450,20,M,14.37,2945,43000,10,1,5,5,3,"[{""channel"":""web"",""frequency"":1},{""channel"":""email"",""frequency"":1},{""channel"":""mobile"",""frequency"":1},{""channel"":""social"",""frequency"":1}]",1,1,1,1,1,0,0,10,5,10,10,10.61,1,25.5,25.5
d1d3790e548e444fa3c8321bd38c4cd7,37,M,67.11,3281,59000,15,2,4,3,18,"[{""channel"":""web"",""frequency"":2},{""channel"":""email"",""frequency"":2},{""channel"":""mobile"",""frequency"":2},{""channel"":""social"",""frequency"":2}]",2,2,2,2,2,0,0,7.5,5,7.5,15,20.060000000000002,2,2,22
270c6126f02b4419a443f7b0e0c4d276,30,M,313.64000000000004,3448,64000,15,4,6,4,21,"[{""channel"":""web"",""frequency"":4},{""channel"":""email"",""frequency"":4},{""channel"":""mobile"",""frequency"":4},{""channel"":""social"",""frequency"":3}]",4,4,4,3,2,2,0,3.75,7.25,6.75,15,55.199999999999996,4,2,25
50fdb631f99144c7bd726a1b7d3b7618,52,M,17.990000000000002,2844,68000,null,null,3,3,7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
6e12730af9b847d78306af690de456c9,79,M,6.6499999999999995,3081,54000,null,null,4,4,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
86c8ba18ecd94da382a23716c33b0bf8,59,M,null,2984,38000,null,null,4,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
c7ed568ebac24260a147fa46fb074e46,118,null,29.56,3256,null,2,1,4,4,18,"[{""channel"":""web"",""frequency"":1},{""channel"":""email"",""frequency"":1},{""channel"":""mobile"",""frequency"":1},{""channel"":""social"",""frequency"":1}]",1,1,1,1,0,1,0,2,10,10,2,11.89,1,19,19
e6adbf61edaa4da98204c3819b20ca74,118,null,46.47,3800,null,8,2,6,5,13,"[{""channel"":""web"",""frequency"":2},{""channel"":""email"",""frequency"":2},{""channel"":""mobile"",""frequency"":2},{""channel"":""social"",""frequency"":2}]",2,2,2,2,1,1,0,4,6,6,8,9.95,2,21.25,24.25
cd32159bb5374ffa887200148968c046,66,F,32.010000000000005,3074,49000,null,null,2,1,11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
201c6079c8fa4c9fbef610cdef58317f,68,M,60.19,2958,52000,25,3,5,5,5,"[{""channel"":""web"",""frequency"":2},{""channel"":""email"",""frequency"":3},{""channel"":""mobile"",""frequency"":3},{""channel"":""social"",""frequency"":2}]",2,3,3,2,3,0,0,8.333333333333334,6.333333333333333,8.333333333333334,25,41.72,3,14.5,26
8a540a35d6fd4a68ba49e03c8f52955f,62,F,183.84,3589,56000,22,4,5,5,13,"[{""channel"":""web"",""frequency"":3},{""channel"":""email"",""frequency"":4},{""channel"":""mobile"",""frequency"":4},{""channel"":""social"",""frequency"":3}]",3,4,4,3,3,1,0,5.5,7.25,7.5,22,46.629999999999995,4,0.25,24.75
c9a2482aa3b44ad18e033a37a37fdaca,53,F,23.96,2772,54000,null,null,5,5,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
fa2e5ad9c5da4d4cb110a15e162e81b6,67,M,6.58,2888,43000,null,null,2,2,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
655ed241ef95444da9e71fd07e799751,69,F,270.81,3089,114000,6,3,5,2,9,"[{""channel"":""web"",""frequency"":3},{""channel"":""email"",""frequency"":3},{""channel"":""mobile"",""frequency"":3},{""channel"":""social"",""frequency"":1}]",3,3,3,1,0,3,0,2,8,10,6,92.57,3,18,25.25
34ac11b8099c4b248979bae48616b3c2,57,M,242.35999999999999,3137,47000,21,5,6,5,20,"[{""channel"":""web"",""frequency"":5},{""channel"":""email"",""frequency"":5},{""channel"":""mobile"",""frequency"":5},{""channel"":""social"",""frequency"":4}]",5,5,5,4,2,3,0,4.2,8.4,9,21,52.41,5,0.5,25.25
6408b3305f764ac185eef495e79349d1,84,M,48.61,2731,109000,7,2,6,2,2,"[{""channel"":""web"",""frequency"":2},{""channel"":""email"",""frequency"":2},{""channel"":""mobile"",""frequency"":1}]",2,2,1,0,0,2,0,3.5,8.5,15,7,25.24,2,22.25,22.25
af748b8bdd2e4aaf9c577428fd8d7e77,43,M,43.3,2871,91000,null,null,4,4,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
b0f0522ce7b3432aaa2abf9c508465f4,42,F,20.939999999999998,2896,46000,5,1,5,3,7,"[{""channel"":""web"",""frequency"":1},{""channel"":""email"",""frequency"":1},{""channel"":""mobile"",""frequency"":1}]",1,1,1,0,1,0,0,5,7,5,5,6.01,1,0.5,0.5
e4c312e8e2944fbc8204d18a0bc952d0,61,M,199.11999999999998,3665,94000,7,3,3,3,8,"[{""channel"":""web"",""frequency"":3},{""channel"":""email"",""frequency"":3},{""channel"":""mobile"",""frequency"":3},{""channel"":""social"",""frequency"":2}]",3,3,3,2,0,3,0,2.3333333333333335,8,9,7,92.57,3,0.25,17.75
9494823c73a9408db756d4cfacd9c8ee,61,F,162.89999999999998,3286,119000,20,3,4,2,5,"[{""channel"":""email"",""frequency"":3},{""channel"":""mobile"",""frequency"":2},{""channel"":""social"",""frequency"":2},{""channel"":""web"",""frequency"":2}]",2,3,2,2,2,1,0,6.666666666666667,7.333333333333333,11.666666666666666,20,98.83,3,5.5,26.25
999338157fd54f639b089cef0038e06a,118,null,0.05,2928,null,null,null,6,6,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ac76ca1ff69c456dad050ae58ad82647,118,null,26.52,3158,null,8,2,6,4,11,"[{""channel"":""web"",""frequency"":2},{""channel"":""email"",""frequency"":2},{""channel"":""mobile"",""frequency"":2},{""channel"":""social"",""frequency"":2}]",2,2,2,2,1,1,0,4,6,6,8,11.24,2,13.75,28.25
c20f50e786bc4ee7951bffd091a171a7,28,M,20.5,3035,43000,3,1,5,5,6,"[{""channel"":""web"",""frequency"":1},{""channel"":""email"",""frequency"":1},{""channel"":""mobile"",""frequency"":1},{""channel"":""social"",""frequency"":1}]",1,1,1,1,0,1,0,3,7,7,3,7.96,1,5,5
45f37b268a36476ea205bed02a7ecf17,118,null,2.86,3016,null,null,null,5,5,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
5a16683f3bf14ea9aa0b79b0cf8cbf40,70,M,51.51,4533,31000,5,1,6,3,19,"[{""channel"":""web"",""frequency"":1},{""channel"":""email"",""frequency"":1}]",1,1,0,0,0,1,0,5,10,20,5,4.19,1,26,26
0f206ff4e35445f2b20d9d6f48ea7e2a,118,null,6.32,3058,null,null,null,5,4,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
681ad9de9d854246a517376db27d4cc1,70,F,125.67999999999999,3576,56000,30,4,5,5,9,"[{""channel"":""web"",""frequency"":3},{""channel"":""email"",""frequency"":4},{""channel"":""mobile"",""frequency"":4},{""channel"":""social"",""frequency"":3}]",3,4,4,3,4,0,0,7.5,6,7.5,30,62.01,4,8.25,26.25
99148a450059428180ed37cb9ab01f62,26,F,112.44999999999999,3021,45000,17,5,6,4,12,"[{""channel"":""web"",""frequency"":5},{""channel"":""email"",""frequency"":5},{""channel"":""mobile"",""frequency"":5},{""channel"":""social"",""frequency"":2}]",5,5,5,2,2,3,0,3.4,6.6,7.4,17,42.51,5,9.25,26.75
f3dfe66c8d74446189b21c7c704f2182,92,M,152.41000000000003,3662,71000,3,1,2,2,8,"[{""channel"":""web"",""frequency"":1},{""channel"":""email"",""frequency"":1},{""channel"":""mobile"",""frequency"":1},{""channel"":""social"",""frequency"":1}]",1,1,1,1,0,1,0,3,7,7,3,15.95,1,19.25,19.25
098b861b283940bcb24ec4dc78f16cc0,77,F,40.72,2787,58000,5,1,4,4,3,"[{""channel"":""web"",""frequency"":1},{""channel"":""email"",""frequency"":1}]",1,1,0,0,0,1,0,5,10,20,5,21.55,1,8.75,8.75
2459a2c15aa6485786c095a1d5b39d18,54,F,198.06,2984,103000,14,3,5,5,8,"[{""channel"":""web"",""frequency"":3},{""channel"":""email"",""frequency"":3},{""channel"":""mobile"",""frequency"":3},{""channel"":""social"",""frequency"":2}]",3,3,3,2,1,2,0,4.666666666666667,7.333333333333333,10,14,66.28999999999999,3,0,18.75
6e82ae1b9d9e43eea712397f21f749b9,34,M,25.07,2742,31000,null,null,3,3,6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
69d403d505774311ae10bf5bbe4269c4,77,M,155.25,3171,88000,13,2,4,2,7,"[{""channel"":""web"",""frequency"":2},{""channel"":""email"",""frequency"":2},{""channel"":""mobile"",""frequency"":2},{""channel"":""social"",""frequency"":2}]",2,2,2,2,1,1,0,6.5,6,8.5,13,35.45,2,14.5,17.5
93d68b70f23c41d9b8aabd8922b0ed1b,76,M,102.69999999999999,3262,70000,10,1,3,2,6,"[{""channel"":""web"",""frequency"":1},{""channel"":""email"",""frequency"":1},{""channel"":""mobile"",""frequency"":1},{""channel"":""social"",""frequency"":1}]",1,1,1,1,1,0,0,10,5,10,10,14.08,1,0.75,0.75
f89cde99c9bf4182a371dd808a0ad2f1,56,F,null,3269,119000,null,null,4,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
54dedf2f67614b3b801a67cde46c8ea7,65,M,208.61999999999998,3620,106000,34,5,6,4,8,"[{""channel"":""web"",""frequency"":4},{""channel"":""email"",""frequency"":5},{""channel"":""mobile"",""frequency"":5},{""channel"":""social"",""frequency"":4}]",4,5,5,4,3,2,0,6.8,6.8,10,34,133.03,5,9,24.5
abab5839c83d4790a12ecf939dff600b,41,M,25.57,4201,34000,3,1,5,3,12,"[{""channel"":""web"",""frequency"":1},{""channel"":""email"",""frequency"":1},{""channel"":""mobile"",""frequency"":1},{""channel"":""social"",""frequency"":1}]",1,1,1,1,0,1,0,3,7,7,3,5.57,1,27.5,27.5
e7593c299cd84b9f9b2c5d170ebc36df,118,null,20.830000000000002,2908,null,2,1,4,4,11,"[{""channel"":""web"",""frequency"":1},{""channel"":""email"",""frequency"":1},{""channel"":""mobile"",""frequency"":1},{""channel"":""social"",""frequency"":1}]",1,1,1,1,0,1,0,2,10,10,2,1,1,8.25,8.25
5790832a6dd84f66a44c550fa1a98127,50,F,220.29000000000002,3086,69000,8,2,4,4,13,"[{""channel"":""web"",""frequency"":2},{""channel"":""email"",""frequency"":2},{""channel"":""mobile"",""frequency"":2},{""channel"":""social"",""frequency"":2}]",2,2,2,2,1,1,0,4,6,6,8,25.39,2,9,24.75
6b55fde85bdd4ed088a6fb7399c4ae99,60,F,231.40999999999997,2976,58000,18,4,5,4,15,"[{""channel"":""web"",""frequency"":4},{""channel"":""email"",""frequency"":4},{""channel"":""mobile"",""frequency"":4},{""channel"":""social"",""frequency"":2}]",4,4,4,2,3,1,0,4.5,6.5,5.5,18,73.42,4,1.5,25.5
79a375382ffb4a7281ddfb5a0b3ac86d,79,M,57.040000000000006,3021,31000,9,3,5,3,10,"[{""channel"":""web"",""frequency"":3},{""channel"":""email"",""frequency"":3},{""channel"":""mobile"",""frequency"":2},{""channel"":""social"",""frequency"":1}]",3,3,2,1,0,3,0,3,9,13.333333333333334,9,18.6,3,17,22.5
dc29b8311bde4b8daf406c334aea5855,86,F,284.7,3213,95000,17,4,4,4,11,"[{""channel"":""web"",""frequency"":4},{""channel"":""email"",""frequency"":4},{""channel"":""mobile"",""frequency"":3},{""channel"":""social"",""frequency"":1}]",4,4,3,1,2,2,0,4.25,7.25,10,17,114,4,2,25.25
683d4ab8958245f28bad581931ef14cb,118,null,14.489999999999998,3083,null,null,null,4,3,8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
81df57a262b347ec93f12b09ec813b57,47,F,114.39999999999999,3003,42000,16,4,5,5,13,"[{""channel"":""web"",""frequency"":3},{""channel"":""email"",""frequency"":4},{""channel"":""mobile"",""frequency"":4},{""channel"":""social"",""frequency"":3}]",3,4,4,3,1,3,0,4,8.5,10,16,35.900000000000006,4,4.25,27
a2506fdc02c544a98f491ac97fa62f88,64,M,37.330000000000005,2800,42000,7,2,5,2,13,"[{""channel"":""web"",""frequency"":2},{""channel"":""email"",""frequency"":2},{""channel"":""mobile"",""frequency"":2},{""channel"":""social"",""frequency"":1}]",2,2,2,1,1,1,0,3.5,8.5,7.5,7,14.37,2,4.75,20.25
68012cc999eb42fda88b5f9b54603d9c,18,M,86.56,3012,67000,5,1,5,3,22,"[{""channel"":""web"",""frequency"":1},{""channel"":""email"",""frequency"":1},{""channel"":""mobile"",""frequency"":1}]",1,1,1,0,1,0,0,5,7,5,5,5.81,1,11.25,11.25
0a0e3bd8c3dc4127ada0c58bcf997da7,118,null,42.34,3014,null,4,2,6,6,17,"[{""channel"":""web"",""frequency"":2},{""channel"":""email"",""frequency"":2},{""channel"":""mobile"",""frequency"":2},{""channel"":""social"",""frequency"":2}]",2,2,2,2,0,2,0,2,10,10,4,14.05,2,7.75,26
0d58682ece0e4b788eff41f6d805314e,62,F,102.85000000000001,4108,86000,5,1,4,4,5,"[{""channel"":""web"",""frequency"":1},{""channel"":""email"",""frequency"":1}]",1,1,0,0,0,1,0,5,10,20,5,25.63,1,12,12
166c4c4030a4424ab04980efac8328df,81,F,148.78,3067,116000,8,2,5,3,5,"[{""channel"":""web"",""frequency"":2},{""channel"":""email"",""frequency"":2},{""channel"":""mobile"",""frequency"":2},{""channel"":""social"",""frequency"":1}]",2,2,2,1,1,1,0,4,7,6,8,27.35,2,24.75,24.75
24c1287eb7a84cfd80472a82e05b1d57,100,F,217.62,3786,63000,7,2,4,4,14,"[{""channel"":""web"",""frequency"":2},{""channel"":""email"",""frequency"":2},{""channel"":""mobile"",""frequency"":2},{""channel"":""social"",""frequency"":2}]",2,2,2,2,1,1,0,3.5,7.5,7.5,7,30.03,2,1.75,21
5e4ddeaf09be4610a9b755c5137e4608,58,M,55.06999999999999,2847,81000,22,4,5,4,3,"[{""channel"":""web"",""frequency"":4},{""channel"":""email"",""frequency"":4},{""channel"":""mobile"",""frequency"":4},{""channel"":""social"",""frequency"":2}]",4,4,4,2,3,1,0,5.5,6,7.5,22,55.06999999999999,4,0.5,17
5ef3411586ca469b89a28e1fa38a03bd,68,F,247.44999999999996,3719,96000,16,3,4,4,9,"[{""channel"":""web"",""frequency"":2},{""channel"":""email"",""frequency"":3},{""channel"":""mobile"",""frequency"":3},{""channel"":""social"",""frequency"":3}]",2,3,3,3,1,2,0,5.333333333333333,7,8,16,83.02,3,2.25,21
a0b844ea1288468db971d33905f0bb59,118,null,11.51,3080,null,5,1,5,5,3,"[{""channel"":""web"",""frequency"":1},{""channel"":""email"",""frequency"":1},{""channel"":""mobile"",""frequency"":1},{""channel"":""social"",""frequency"":1}]",1,1,1,1,1,0,0,5,5,5,5,7.24,1,21,21
b42f41ce044743f6b7b1cdcbde5dcebc,73,M,15.070000000000002,2731,52000,5,1,4,2,5,"[{""channel"":""web"",""frequency"":1},{""channel"":""email"",""frequency"":1},{""channel"":""mobile"",""frequency"":1}]",1,1,1,0,1,0,0,5,7,5,5,7.32,1,7,7
c3b1e510416f4300ac8f09d058111889,118,null,16.59,3146,null,null,null,4,4,7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3b13ea0c378c485ba7ab038ee08bed44,47,M,203.15000000000003,3352,84000,17,5,6,4,11,"[{""channel"":""web"",""frequency"":5},{""channel"":""email"",""frequency"":5},{""channel"":""mobile"",""frequency"":5},{""channel"":""social"",""frequency"":3}]",5,5,5,3,2,3,0,3.4,7.2,7.4,17,113.5,5,6.25,27.75
3e2654232d3c479e88b817fbf3cf6ee1,87,M,495.89,2911,57000,25,4,5,5,3,"[{""channel"":""email"",""frequency"":4},{""channel"":""mobile"",""frequency"":4},{""channel"":""social"",""frequency"":3},{""channel"":""web"",""frequency"":3}]",3,4,4,3,2,2,0,6.25,6.5,9.25,25,495.89,4,19.25,26.75
